LGA-1151-2,,,,
Pin,Unit,Type,Name,Side
AL17,DDR,OUTPUT,DDR1_MA[14],RIGHT
AP16,DDR,OUTPUT,DDR1_MA[15],RIGHT
AN18,DDR,OUTPUT,DDR1_MA[16],RIGHT
AL18,DDR,OUTPUT,DDR1_BA[0],RIGHT
AM18,DDR,OUTPUT,DDR1_BA[1],RIGHT
AW28,DDR,OUTPUT,DDR1_BG[0],RIGHT
AY28,DDR,OUTPUT,DDR1_BG[1],RIGHT
AU33,DDR,I/O,DDR0_ECC[0],LEFT
AT33,DDR,I/O,DDR0_ECC[1],LEFT
AW33,DDR,I/O,DDR0_ECC[2],LEFT
AV31,DDR,I/O,DDR0_ECC[3],LEFT
AU31,DDR,I/O,DDR0_ECC[4],LEFT
AV33,DDR,I/O,DDR0_ECC[5],LEFT
AW31,DDR,I/O,DDR0_ECC[6],LEFT
AY31,DDR,I/O,DDR0_ECC[7],LEFT
AR25,DDR,I/O,DDR1_ECC[0],RIGHT
AR26,DDR,I/O,DDR1_ECC[1],RIGHT
AM26,DDR,I/O,DDR1_ECC[2],RIGHT
AM25,DDR,I/O,DDR1_ECC[3],RIGHT
AP26,DDR,I/O,DDR1_ECC[4],RIGHT
AP25,DDR,I/O,DDR1_ECC[5],RIGHT
AL25,DDR,I/O,DDR1_ECC[6],RIGHT
AL26,DDR,I/O,DDR1_ECC[7],RIGHT
AC40,DDR,OUTPUT,DDR0_VREF_DQ,LEFT
AC39,DDR,OUTPUT,DDR1_VREF_DQ,RIGHT
AB40,DDR,OUTPUT,DDR_VREF_CA,RIGHT
AC36,DDR,OUTPUT,DDR_VTT_CNTL,RIGHT
AV1,PWR,NC,RSVD,RIGHT
AW2,PWR,NC,RSVD,RIGHT
